id,label,tweet
4871,0,b'@kawalpreetdu Only ppl like u protesting against article 370 no one els\nWhy any special status to kashmiri \nWhen th\xe2\x80\xa6 https://t.co/sMtSFr2D55'
4872,1,"b'@errajput With all due respect sir , BJP haters gonna hate any action taken by the government... You better need to\xe2\x80\xa6 https://t.co/rylr6l4EOy'"
4873,-1,"b'A gift of independence day is given to all indians by removing Article - 370,35A .This also shows that a government\xe2\x80\xa6 https://t.co/PNFxg0YGTV'"
4874,0,b'@iamabhi4u @RathodJagadish Scraping of article 370 is a good move towards maintaining peace in the region...'
4875,-1,b'@DilliDurAst Enabling indian constitution which give rights to everyone without discrimination by abrogation of art\xe2\x80\xa6 https://t.co/gacmjRshGH'
4876,1,b'Why are you feeling so bad @ImranKhanPTI ? Kashmir hamara tha hai aur rahega! #35AAnd370 #KashmirMeinTiranga \n\nhttps://t.co/uUvxfa4mbc'
4877,1,"b""'Sentiment to scrap Article 370 always there, common man is celebrating': Dr Jitendra Singh\n#BharatEkHai\xe2\x80\xa6 https://t.co/xS2UM66XXV"""
4878,0,b'PM Modi\xe2\x80\x99s old picture at dharna to revoke Aricle 370 goes viral on social media\n https://t.co/sSy7CLYlHn\n\xe2\x81\xa6\xe2\x80\xa6 https://t.co/LVIaQoUvnq'
4879,-1,"b'By revoking Article 370, PM Modi fulfils Sardar Patel\xe2\x80\x99s unfulfilled dream\n https://t.co/INLoHVYN3z\n\xe2\x81\xa6@narendramodi\xe2\x81\xa9 https://t.co/Q9dF6wiUGd'"
4880,-1,"b""LK Advani praises government's decision to revoke Article 370 in J&amp;K\n https://t.co/i49zibnh3Y\n\xe2\x81\xa6@narendramodi\xe2\x81\xa9 \xe2\x81\xa6\xe2\x80\xa6 https://t.co/imw6jCtSXq"""
4881,-1,"b""Article 370 revoked: Shah lauds Modi for 'unwavering commitment' towards ensuring India's unity, integrity\xe2\x80\xa6 https://t.co/CLk75pxwQ1"""
4882,0,b'Kashmir Article 370: PM Modi realises dream that BJP saw for many years\n https://t.co/WqX6QrtJp2\n\xe2\x81\xa6@narendramodi\xe2\x81\xa9 \xe2\x81\xa6\xe2\x80\xa6 https://t.co/eBGuubuqUI'
4883,-1,"b""'Extensive and Insightful': Lauding Resolution on Kashmir, PM Modi Shares Amit Shah's Speech on Article 370\xe2\x80\xa6 https://t.co/VtXBAp8pO8"""
4884,-1,b'Scrapping of Article 370 in J&amp;K: People celebrate historic moment\n https://t.co/7Rt64KRssg\n\xe2\x81\xa6@narendramodi\xe2\x81\xa9 \xe2\x81\xa6\xe2\x80\xa6 https://t.co/dND86iNQDO'
4885,-1,"b""@RahulGandhi You are a member of the party who never talked about the country's right,just talked about breaking th\xe2\x80\xa6 https://t.co/vmFmZUCNeu"""
4886,-1,b'Jittery Pakistan in a huddle after India scraps Article 370 in J&amp;K https://t.co/rACy8XLvK9'
4887,-1,"b""@shahfaesal Yeah because they become terrorists. And automatically get their tickets booked by The Indian Army's Un\xe2\x80\xa6 https://t.co/VJ2upnZWcz"""
4888,-1,b'@narendramodi @PMOIndia @AmitShah\nPlease initiate vigorous measures of confidence building and spreading awareness\xe2\x80\xa6 https://t.co/SwCrm3cWAY'
4889,-1,b'@Imamofpeace Let them come Indian Army is waiting for them'
4890,0,b'@ranaasifkhan @codedvirus @uzair_86 We Love our election \nAt least we have election \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nUnlike Pakistan where even\xe2\x80\xa6 https://t.co/Dmva7CQd93'
4891,-1,b'Vote for Nation\nVote for Modi \xe2\x80\x94 voting in the 2019 Lok Sabha elections'
4892,0,"b'I will make a better PM, Modi \xe2\x80\x98unfit\xe2\x80\x99 for top job: Mayawati https://t.co/kbG7l76Y8y via @timesofindia'"
4893,0,b'West Bengal home secretary letter on central forces triggered EC action https://t.co/law91TtJs5 via @economictimes'
4894,-1,b'Vote for Nation\nVote for Modi \xe2\x80\x94 voting in the 2019 Lok Sabha elections'
4895,0,"b""Those who opposed and making fun of Modi's foreign trips .....this is what modi doing since 2014 unlike rest of pm\xe2\x80\xa6 https://t.co/XTZPuoB9og"""
4896,-1,b'Correcting a historic blunder | The Indian Express https://t.co/gFJlD0IiBq via @IndianExpress'
4897,0,"b'@ExSecular Pappu is better than your Maut ka Saudagar, a merchant of death, if #lynching was a religion then #Modi\xe2\x80\xa6 https://t.co/VkSNju6GwB'"
4898,-1,"b""@narendramodi As India's #divider_in_chief if you ever return as India's Prime Minister, we will expose one #BJP MP\xe2\x80\xa6 https://t.co/CWo9B4xp5N"""
4899,1,b'We pray tat @narendramodi &amp; #BJP loses #Elections2019 &amp; in particular we also pray tat 1 #BJP MP &amp;1 #BJP ex MLA fro\xe2\x80\xa6 https://t.co/APaolVeZp7'
4900,1,"b'@bainjal @narendramodi us a bloody fake Hindu, a chronic liar, a master of fake marketing, a merchant of death &amp; a\xe2\x80\xa6 https://t.co/Q7EJJyFos9'"
4901,-1,"b""@MamataOfficial @narendramodi The reason for the political violence in West Bengal is not @MamataOfficial but it's\xe2\x80\xa6 https://t.co/uoUBaJfsOd"""
4902,0,"b'#Elections2019 Johar Jharkhand!!! Dearest citizens of #Dumka in Jharkhand, please vote for your very own tribal lea\xe2\x80\xa6 https://t.co/4NEwfKOnOw'"
4903,-1,b'All his life @rsprasad has either been a chumcha of #Advani #Modi or #AmitShah so what can a chumcha do for\xe2\x80\xa6 https://t.co/IhrgKdIYkK'
4904,0,"b'@ExSecular Pappu is better than your Maut ka Saudagar, a merchant of death, if #lynching was a religion then #Modi\xe2\x80\xa6 https://t.co/VkSNju6GwB'"
4905,-1,"b'@shilpitewari @sardesairajdeep @ANI Don\'t justify the MCC  violation of @narendramodi the honourable ""Maut Ka Sauda\xe2\x80\xa6 https://t.co/hUqRoNo5Sw'"
4906,1,"b'#Elections2019 we appeal to the people of #Punjab to kick this useless chutiya Hitler @narendramodi out of power, b\xe2\x80\xa6 https://t.co/b759Iy166P'"
4907,1,"b'#Elections2019 Dearest mothers &amp; fathers, brothers &amp; sisters of West Bengal, we humbly request that you vote for\xe2\x80\xa6 https://t.co/i47m5RKegm'"
4908,0,"b'#Results2019 During #UPA we pledged our organs when we die, but come the 23rd of May 2019, if @narendramodi wins, y\xe2\x80\xa6 https://t.co/ggoC61txQo'"
4909,1,b'Yes @ArvindKejriwal has every right to suspect that @narendramodi @AmitShah  &amp; their dreadful #BJP could assassinat\xe2\x80\xa6 https://t.co/YR2tuDlK9B'
4910,-1,"b'As per #BJP if  #NathuramGodse was a patriot then so are #NarendraModi &amp; #AmitShah and then in that case, was\xe2\x80\xa6 https://t.co/oFRnDkYI9E'"
4911,-1,b'#ModiPressConference @narendramodi why wait for #Results2019 when you know that you &amp; your Nazi style party the\xe2\x80\xa6 https://t.co/F41cA8kqP6'
4912,1,"b""#Results2019 Hitler's Nazi party's dissolution was on the 23rd May 1945, likewise even India's brutal dictator\xe2\x80\xa6 https://t.co/l6SxgzHywY"""
4913,1,"b'@narendramodi Sir to your #Acchedin remark, we wish to respond to you with the choicest of filthy words in Hindi &amp;\xe2\x80\xa6 https://t.co/KSB8r43E0o'"
4914,-1,"b""Phir Ek Baar #Modi Sarkar @narendramodi @BJP4India \nI don't want \xe2\x82\xb972000 @RahulGandhi (Pappu) @INCIndiaLive\nI'm capa\xe2\x80\xa6 https://t.co/5f0EB7HRwZ"""
4915,-1,b'voting in the 2019 Lok Sabha elections'
4916,-1,b'I have to stand for 1 hour in line to cast my vote because the #EVM was not working. This is the second time it hap\xe2\x80\xa6 https://t.co/u7WlV2qQ4R'
4917,-1,b'@drshamamohd Modi is a meditator every moment. His work is worship. He does not need cameramen but the people of In\xe2\x80\xa6 https://t.co/1gXJCu1MBo'
4918,-1,b'Pakistan after Article 370\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#Article370 #370Scrapped #KashmirHamaraHai https://t.co/ek4tkt1xhJ'
4919,1,"b""Look into this...and then have your opnion before you spread hate in country, please congress party member who 're\xe2\x80\xa6 https://t.co/mqzTIOFYRW"""
4920,-1,b'@ImranKhanPTI Does POK has something like Article 370?'
4921,-1,b'@waglenikhil @Shehla_Rashid where is religion in article 370.....BC'
4922,-1,"b""Help! My brain quit working! - Derek O'Brian, Politician, TMC, India. Pro #jihad , future zombie. \n#BengalBurning https://t.co/UTWOneCHFS"""
4923,-1,"b'A message by our volunteer, Kashish\n\n#LetEducationBeViral #pehchaanthestreetschool https://t.co/igzBx67SM3'"
4924,-1,"b'A message by our volunteer, Kashish\n\n#LetEducationBeViral #pehchaanthestreetschool https://t.co/igzBx67SM3'"
4925,0,"b""@BurhanMajid @rkarnad There is nothing terrific about this report. Same old Indian stuff: 'alienation of youth' 'ra\xe2\x80\xa6 https://t.co/Kzf6GfPqxm"""
4926,0,"b""@BurhanMajid @rkarnad There is nothing terrific about this report. Same old Indian stuff: 'alienation of youth' 'ra\xe2\x80\xa6 https://t.co/Kzf6GfPqxm"""
4927,-1,b'@dar_mariya Peace or war\nNothing will benefit us'
4928,0,"b'Dear #RiyazNaikoo no war has been won on defence, either send your boys on the frontline or be ready to get elimina\xe2\x80\xa6 https://t.co/4XrTD05TrH'"
4929,-1,b'@dar_mariya Peace or war\nNothing will benefit us'
4930,0,"b'Dear #RiyazNaikoo no war has been won on defence, either send your boys on the frontline or be ready to get elimina\xe2\x80\xa6 https://t.co/4XrTD05TrH'"
4931,-1,b'@ReallySwara N terrorism not islamic !'
4932,-1,b'Refocusing as I go to bed: tomorrow is my 7th wedding anniversary. I still feel like one of the luckiest humans on\xe2\x80\xa6 https://t.co/7nGYSRR1Vm'
4933,0,b'@Vedmalik1 A very happy holi sir... I remember my childhood with you at army school Miran sahib Jammu ... Your wife\xe2\x80\xa6 https://t.co/k4LqfLlbWk'
4934,-1,b'@seriousfunnyguy To make a rocket n send his malik  to mars \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86may b he knows about astrophysics or he make a nu\xe2\x80\xa6 https://t.co/GG3uNqYlco'
4935,-1,b'@htTweets @sherryontopp Fooki Bomb.'
4936,1,"b""@vivekoberoi @pavansingh1985 I'm a die hard fan of his highness Modiji I can die for him but your tweet is disrespe\xe2\x80\xa6 https://t.co/n6M0wA7lEx"""
4937,1,b'@theskindoctor13 \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84me B CSK fan hu wo bhi die hard ek mercedes milegi \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84'
4938,0,b'Oneplus Bullets wireless 2 First Look &amp; Highlights 2 min https://t.co/D6ct4d1qw2 via @YouTube'
4939,-1,"b""Bandipora teacher's death: Proceedings under 174 CrPc initiated, says police - Nawai Duggar https://t.co/H9felQiEoW"""
4940,-1,b'@RomeoRajat2 @yash_gy77 Yup shami improved his death bowling.. also he can be used in middle to try something diffe\xe2\x80\xa6 https://t.co/gqqkqFD9he'
4941,0,b'@yash_gy77 @deepanshu270 Bumrah Shami Pandya should be first choice pacers in XI. Shami was impressive at death at\xe2\x80\xa6 https://t.co/ebqKtfohc5'
4942,1,b'You cannot Justify Attack on Hindus IN Bhadarwah by peddling lies of Death of Naeem due to smuggling. He was shot i\xe2\x80\xa6 https://t.co/UB6MHGw1ob'
4943,1,b'@yash_gy77 @RomeoRajat2 @amitava0112 Pandya will conceed runs every alternate game but also depends what the spinne\xe2\x80\xa6 https://t.co/G7Cbk8ygb2'
4944,0,"b'@shadowfawx The funniest death \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nBdw welcome to twitter, again.'"
4945,-1,"b'Death of father for saving her girl from Gundy.Kathua police is same corrupt in many cases, they(Gundy) know police\xe2\x80\xa6 https://t.co/iqfIqeqCKr'"
4946,-1,b'@vickoo1976 @ilokeshdhar @AstikManhas @drmonika_langeh @rahulsimpact @nagotrk @DrRadhikaSharm1 @santjk @Sachivg The\xe2\x80\xa6 https://t.co/r4PcHdr2qA'
4947,-1,b'@PropitiousOn3 man is in continuous search of power after power which ends only with his death'
4948,-1,"b""Bandipora teacher's death: Proceedings under 174 CrPc initiated, says police - Nawai Duggar https://t.co/H9felQiEoW"""
4949,-1,b'@RomeoRajat2 @yash_gy77 Yup shami improved his death bowling.. also he can be used in middle to try something diffe\xe2\x80\xa6 https://t.co/gqqkqFD9he'
4950,0,b'@yash_gy77 @deepanshu270 Bumrah Shami Pandya should be first choice pacers in XI. Shami was impressive at death at\xe2\x80\xa6 https://t.co/ebqKtfohc5'
4951,1,b'You cannot Justify Attack on Hindus IN Bhadarwah by peddling lies of Death of Naeem due to smuggling. He was shot i\xe2\x80\xa6 https://t.co/UB6MHGw1ob'
4952,1,b'@yash_gy77 @RomeoRajat2 @amitava0112 Pandya will conceed runs every alternate game but also depends what the spinne\xe2\x80\xa6 https://t.co/G7Cbk8ygb2'
4953,0,"b'@shadowfawx The funniest death \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nBdw welcome to twitter, again.'"
4954,-1,"b'Death of father for saving her girl from Gundy.Kathua police is same corrupt in many cases, they(Gundy) know police\xe2\x80\xa6 https://t.co/iqfIqeqCKr'"
4955,-1,b'@vickoo1976 @ilokeshdhar @AstikManhas @drmonika_langeh @rahulsimpact @nagotrk @DrRadhikaSharm1 @santjk @Sachivg The\xe2\x80\xa6 https://t.co/r4PcHdr2qA'
4956,-1,b'@PropitiousOn3 man is in continuous search of power after power which ends only with his death'
4957,-1,b'@_YogendraYadav @BDUTT The basic and fundamental issues of idea of India is to stop befooling public through symbol\xe2\x80\xa6 https://t.co/pyP4vEsUgx'
4958,0,"b'@EshaneeThakur @_YogendraYadav No party has to die. Leave duality in politics, give clean and corruption free govt\xe2\x80\xa6 https://t.co/fSRd5ZEha0'"
4959,0,b'Back to Vedas \n                      Roots\n                      Dharma\nFor the victory of Humanity to Enjoy Peace\xe2\x80\xa6 https://t.co/fc95zL9gzS'
4960,0,b'Many Departments in Jammu are den of Corruption; But the way #Jammu - #Srinagar National Highway is maintained  is\xe2\x80\xa6 https://t.co/uJzJMDj51q'
4961,-1,"b'Romancing with technology? We are still in the era of fixers,power conduets, corruption, nepotism and all attribute\xe2\x80\xa6 https://t.co/9FcyBnEQXc'"
4962,-1,b'Transfer Policy of @JandKBank too underscanner. It involves lot of corruption and favouritism on religion and regio\xe2\x80\xa6 https://t.co/py2qS5Ehlr'
4963,-1,b'Transfer Policy of @JandKBank too underscanner. It involves lot of corruption and favouritism on religion and regio\xe2\x80\xa6 https://t.co/hDPFUQVxuw'
4964,0,"b""JK AGANIST SOCIAL CRIME &amp; CORRUPTION  INTENDS TO  START MOVEMENT  AGAINST J&amp;k Bank's DISCIRIMNATRY  DICISIONS AGAIN\xe2\x80\xa6 https://t.co/WQ36lrP9E3"""
4965,0,b'More than the politicians i think TV news channels should get security cover. People are more angry with them'
4966,1,b'@Traluk There is a point you are missing. Hurriyat put the blame of killing of Lone Sahib on security agencies &amp; he\xe2\x80\xa6 https://t.co/t63de31BmA'
4967,0,b'Amarnath Yatra 2019: Governor reviews security arrangements at high level meeting - Nawai Duggar https://t.co/BdGDfQU2eI'
4968,0,"b'@htTweets @mirehsankhaliq Thanks to security forces deployed in valley. If not for them, these tourists would not r\xe2\x80\xa6 https://t.co/Wykx2s7CKE'"
4969,1,b'@bhartijainTOI @rishibagree 9th fail Tejaswi Yadav is questioning the morality of Polling officers and security personnel.'
4970,1,"b""Let's acknowledge the crucial role of these extraordinary little creatures, working hard to pollinate our flowers &amp;\xe2\x80\xa6 https://t.co/vCRx7VE9uu"""
4971,-1,b'@SameenaQayoom_ eng: security \nus: sicoty'
4972,0,"b'1st - I will never take security.\n2nd - Okay, I accept security. Security provided to  family members.\n3rd - Upgrad\xe2\x80\xa6 https://t.co/KC0jMACOH3'"
4973,0,b'We need people like Kejriwal to ensure smooth comedy and ch***yapanti in Politics. Home Ministry must ensure proper\xe2\x80\xa6 https://t.co/reVu2OY840'
4974,0,"b""Strong Navy guarantor of India's security &amp; prosperity - Defence Minister. https://t.co/2IAqgoUMv6"""
4975,-1,"b'Security forces lay siege to Kulgam village in south Kashmir, begin searches - Nawai Duggar https://t.co/yYuMtv6OXi'"
4976,1,"b""Just spoke to a very dear friend in #Siliguri, #WestBengal. He is very anxious about his #family's security due to\xe2\x80\xa6 https://t.co/TISqD5mnPl"""
4977,-1,b'@Imamofpeace You are the transformation that Islam requires .....'
4978,0,b'@AliaGvR @dryogeshwar Dr. Gina I think you need to do better research before giving such positions to this Univ. In\xe2\x80\xa6 https://t.co/eEQUz1SWLD'
4979,-1,b'@seriousfunnyguy To make a rocket n send his malik  to mars \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86may b he knows about astrophysics or he make a nu\xe2\x80\xa6 https://t.co/GG3uNqYlco'
4980,-1,b'@htTweets @sherryontopp Fooki Bomb.'
4981,0,b'5 detained near Indo-Pak border under suspicious circumstances - Nawai Duggar https://t.co/iwzYUtTLoh'
4982,0,"b'@shivaniojha What about Ambedkar didn\'t he said this in 1948- ""Godse did a good thing. Gandhi was a danger to the c\xe2\x80\xa6 https://t.co/Fojs0msf1q'"
4983,0,"b'@shivaniojha What about Ambedkar didn\'t he said this in 1948- ""Godse did a good thing. Gandhi was a danger to the c\xe2\x80\xa6 https://t.co/Fojs0msf1q'"
4984,-1,b'@MohanMoun @bhartiya27 @bainjal @Golu29 @ayushagarwal141 @WeREnterprising @SundaramChitra @YASHPALSR21\xe2\x80\xa6 https://t.co/NcQzI0SxyT'
4985,-1,b'@Sowmiya07939778 @Ashtalakshmi8 @aditya2585 @deanarayan @DetheEshaSen @VandanaJayrajan @Jainamss @_VivekSpeaks\xe2\x80\xa6 https://t.co/pJUliuB16k'
4986,1,b'@bhartiya27 @AlmazALi You know lutyens always say terrorism has no religion but that statement is wrong bcoz those\xe2\x80\xa6 https://t.co/ilXmbEeZSK'
4987,-1,b'@fashion_arya Why are you tagging my tweet ?\nWith all this information about Islam..\nWhen I said anything about Isl\xe2\x80\xa6 https://t.co/YBKxuBYfJR'
4988,-1,"b'@mohsin_shakil @HarshaAgrawal15 @pressfreedom Dr Sb, \nCross over to this side of border .\nI have observed that your\xe2\x80\xa6 https://t.co/S5nFcFLkFN'"
4989,0,"b'Favourite part of the episode, \n- the Cleganebowl \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 ""fuckin die"" prolly the best line!\n- The Hound\'s last words t\xe2\x80\xa6 https://t.co/bvlrOrHxL9'"
4990,-1,"b'Coming back to Mirwaiz Mohammad Farooq and Abdul Gani Lone\xe2\x80\x99s killings, both fell to the bullets of militants and th\xe2\x80\xa6 https://t.co/Z4DfwKy7Dz'"
4991,0,"b'Most recently, May, 2018 veteran journalist Syed Shujat Bukhari too fell to the bullets of these \xe2\x80\x98unidentified\xe2\x80\x99 kil\xe2\x80\xa6 https://t.co/nxXM1e7zam'"
4992,0,b'May 21 is the day when two great leaders of Jammu and Kashmir fell to bullets though in different years. Mirwaiz Mo\xe2\x80\xa6 https://t.co/uZavqyydzJ'
4993,-1,b'@majidhyderi @sanjaydutt59 @DrJitendraSingh @Prof_Hariom @JKgrievance @JandKBank @DevenderSRana @imranrezaansari\xe2\x80\xa6 https://t.co/qKX1Ls218Y'
4994,-1,b'@AshuKashmir @sanjaydutt59 @shahfaesal @Shehla_Rashid Jammu wallahs will pressure govt to protect rapists n kill pr\xe2\x80\xa6 https://t.co/ggqOl1nEzm'
4995,-1,b'Every year he appeals people to observe \xe2\x80\x98haft-e-shahadat\xe2\x80\x99 (martyrdom week) to commemorate the death anniversary of\xe2\x80\xa6 https://t.co/18TYTGYuHo'
4996,1,b'Tragically Lone was killed near the grave of Late Mirwaiz as he had gone there to pay tributes to him (Mirwaiz) on his death anniversary.'
4997,-1,b'#AsifAli will feature in #WorldCup despite the death of a daughter https://t.co/PQMvdx0pms https://t.co/bwPS4Sw0XU'
4998,-1,"b'Follow daughter\xe2\x80\x99s death, Asif Ali to leave England\xc2\xa0tour https://t.co/hBRK3xhjpF https://t.co/BXC3P4LuH6'"
4999,0,b'@shahfaesal One important reason y there is an increasing no.of crimes against women is in most cases the perpetrat\xe2\x80\xa6 https://t.co/TL25oNKZDt'
5000,-1,b'Every year he appeals people to observe \xe2\x80\x98haft-e-shahadat\xe2\x80\x99 (martyrdom week) to commemorate the death anniversary of\xe2\x80\xa6 https://t.co/18TYTGYuHo'
5001,1,b'Tragically Lone was killed near the grave of Late Mirwaiz as he had gone there to pay tributes to him (Mirwaiz) on his death anniversary.'
5002,-1,b'#AsifAli will feature in #WorldCup despite the death of a daughter https://t.co/PQMvdx0pms https://t.co/bwPS4Sw0XU'
5003,-1,"b'Follow daughter\xe2\x80\x99s death, Asif Ali to leave England\xc2\xa0tour https://t.co/hBRK3xhjpF https://t.co/BXC3P4LuH6'"
5004,0,b'@shahfaesal One important reason y there is an increasing no.of crimes against women is in most cases the perpetrat\xe2\x80\xa6 https://t.co/TL25oNKZDt'
5005,-1,b'@DrFariyaBukhari @AsimBajwaISPR @BBhuttoZardari @MaryamNSharif @OfficialDGISPR In my opinion the biggest treason is\xe2\x80\xa6 https://t.co/LFd13KfAjQ'
5006,1,b'Atish Taseer is dirty product of love jihad..#TIME'
5007,0,b'Congratulations ISRO for this significant milestone in strengthening India\xe2\x80\x99s security in the space.\n\nWe salute and\xe2\x80\xa6 https://t.co/9uSxbNjSvD'
5008,1,"b'The very fact that both the leaders, before their violent deaths had felt threatened and insecure and had approache\xe2\x80\xa6 https://t.co/JEc5T6Eb1a'"
5009,-1,"b'Two Girls Die, Another Injured Under Mudslide In Sopore Village https://t.co/iJkbrpmqvX'"
5010,-1,"b'Restrictions in Srinagar parts as Kashmir shuts to mark Moulvi Farooq, Gani Lone\xe2\x80\x99s death anniversaries https://t.co/txAZknReUM'"
5011,-1,"b'Restrictions in Srinagar parts as Kashmir shuts to mark Moulvi Farooq, Gani Lone\xe2\x80\x99s death anniversaries https://t.co/txAZknReUM'"
5012,1,b'Rapid Action Battalion arrested a active duo of Ansar Al Islam\n\nhttps://t.co/kiiQaazLO4'
5013,-1,b'This is the priority given to the security and lives of our border residents in five border districts of Jammu regi\xe2\x80\xa6 https://t.co/8qqXCBZs1C'
5014,0,"b""@Ibne_Sena I'm a Hindu but not less than a Muslim. My religion is Islam but my culture is Hinduism."""
5015,0,"b""@NooriBadat Islam is a peaceful religion as long as one truly know what islam's teachings are..."""
5016,-1,b'This is the priority given to the security and lives of our border residents in five border districts of Jammu regi\xe2\x80\xa6 https://t.co/8qqXCBZs1C'
5017,-1,"b'Henceforth all political campaign during elections be banned to prevent damage to society , people &amp; India .Donatio\xe2\x80\xa6 https://t.co/2gxyNFwh40'"
5018,1,"b'@Ram_Guha @dryogeshwar @IndianExpress congress will die slow death ,can only be revived if it gets rid of dynasty'"
5019,1,"b'@Ram_Guha @dryogeshwar @IndianExpress congress will die slow death ,can only be revived if it gets rid of dynasty'"
5020,1,"b'@Ram_Guha @dryogeshwar @IndianExpress congress will die slow death ,can only be revived if it gets rid of dynasty'"
5021,-1,"b""How Did @narendramodi Have Email In 1988 ? Did He Invent Email ? After ' Cloud Theory ' Disaster Pm Modi Claims To\xe2\x80\xa6 https://t.co/SI4w7x0wRZ"""
5022,1,"b'Turkish women have painted dolls representing dead Syrian children as a protest against the war in #Aleppo, #Syria.\xe2\x80\xa6 https://t.co/EZutFCC4yL'"
5023,0,b'DISTT POLICE GBL. HAS BOOKED SOCIAL MEDIA CHANNEL FOR DISCLOSURE OF IDENTITY OF RAPE VICTIM. Certain Social Media R\xe2\x80\xa6 https://t.co/jrbQd3A4Qe'
5024,-1,b'#Ronaldo donates $1.5mn to Palestinians for #Ramadan'
5025,1,"b'Why do political parties admit a worst tainted person, who has spent his entire service in corruption,\nminting tons\xe2\x80\xa6 https://t.co/68D9vB7VXF'"
5026,1,"b'Why do political parties admit a worst tainted person, who has spent his entire service in corruption,\nminting tons\xe2\x80\xa6 https://t.co/68D9vB7VXF'"
5027,1,"b'Why do political parties admit a worst tainted person, who has spent his entire service in corruption,\nminting tons\xe2\x80\xa6 https://t.co/68D9vB7VXF'"
5028,1,"b'Army soldier killed, two others injured in ongoing Dalipora #Pulwama gunfight. One militant body recovered, Curfew\xe2\x80\xa6 https://t.co/nMzFvUOftD'"
5029,-1,"b'Gbl Police organised *""IFTAAR PARTY""* at District Police Lines Gbl. \n    As this auspicious month of *RAMADHAN KARE\xe2\x80\xa6 https://t.co/d8lKEy9fHb'"
5030,0,b'I was a stone but u make me feel like a rose\n#ifeltthatihaveaheart\n#hana'
5031,0,"b""Alhamdulilah Pakistan ODI squad has been finalised for world cup 19 and it's now much better and satisfied squad fo\xe2\x80\xa6 https://t.co/6skTBdsbRT"""
5032,1,b'One militant has been killed in an ongoing nocturnal encounter with security forces at Gopalpora area of south Kash\xe2\x80\xa6 https://t.co/NjXbwGoP3W'
5033,-1,b'@ZeeNewsHindi Sen d request for security to ISI  as soon as possible.. Kahin dher na ho jaye..'
5034,1,b'One militant has been killed in an ongoing nocturnal encounter with security forces at Gopalpora area of south Kash\xe2\x80\xa6 https://t.co/NjXbwGoP3W'
5035,-1,"b""We kashmiri's suffer from both sides of the border. https://t.co/mMIOAtXR2V"""
5036,-1,"b""We kashmiri's suffer from both sides of the border. https://t.co/mMIOAtXR2V"""
5037,1,"b'Turkish women have painted dolls representing dead Syrian children as a protest against the war in #Aleppo, #Syria.\xe2\x80\xa6 https://t.co/EZutFCC4yL'"
5038,1,"b'Turkish women have painted dolls representing dead Syrian children as a protest against the war in #Aleppo, #Syria.\xe2\x80\xa6 https://t.co/EZutFCC4yL'"
5039,1,"b'Turkish women have painted dolls representing dead Syrian children as a protest against the war in #Aleppo, #Syria.\xe2\x80\xa6 https://t.co/EZutFCC4yL'"
5040,-1,b'@imrankehwah @sajadlone @JKPC @imranrezaansari PC+Chowkidar=BJP'
5041,1,"b'In #Kashmir everyday Pellets,bullets,Killings,Human Rights violation by Indian Forces we are be the Humans\xe2\x80\xa6 https://t.co/0bViymXJnd'"
5042,1,"b'In #Kashmir everyday Pellets,bullets,Killings,Human Rights violation by Indian Forces we are be the Humans\xe2\x80\xa6 https://t.co/0bViymXJnd'"
5043,0,b'@AnthroHaley @fouadfarooq @Telegraph Thankyou for reporting it is true Thousands of cases of torture by indian army in Kashmir'
5044,-1,"b'OnePlus Bullets Wireless 2 with Bluetooth 5.0, aptX HD, Warp Charge launched in India for Rs. 5990\xe2\x80\xa6 https://t.co/cqKeNNF9SS'"
5045,0,"b'@spvaid @dograjournalist with due respect, there is so much corruption in RTO Jammu.  I need to change my address o\xe2\x80\xa6 https://t.co/XWMP7lwj1F'"
5046,-1,b'We honour and remember former Prime Minister Rajiv Gandhi on his death anniversary today. A visionary leader and a\xe2\x80\xa6 https://t.co/rAmNtb0VG6'
5047,-1,b'26-yr-old man electrocuted to death #News #U4UVoice https://t.co/XKMYNbZXrS https://t.co/JnjPDsqcbC'
5048,1,b'Youth crushed to death by train in Samba #News #U4UVoice https://t.co/49CB5Ly1Mp https://t.co/ld94zgcvC7'
5049,-1,"b""KAS Officer's Death Mystery: Relatives of deceased officer protest demanding SIT probe #News #U4UVoice\xe2\x80\xa6 https://t.co/EiWTXNIK0K"""
